Tick#,Operating_Phase
209698606,Taking-Off
209871235,Taking-Off
210214581,Landing
210381827,Landing
210563050,Landing
210765756,Hovering
210958574,Hovering
211090483,Hovering
211251383,Hovering
211397535,Hovering
211533919,Hovering
211802628,Hovering
211992935,Hovering
212175235,Hovering
212513048,Hovering
212685761,Hovering
212867068,Hovering
213012560,Hovering
213154610,Hovering
213338677,Hovering
213635052,Hovering
213838157,Climbing
214106674,Climbing
214316051,Climbing
214479253,Climbing
214798756,Climbing
214930428,Climbing
215171115,Climbing
215374605,Climbing
215642901,Climbing
215939047,Climbing
216141990,Climbing
216353071,Climbing
216490462,Climbing
216707115,Climbing
216852556,Climbing
217178417,Hovering
217475185,Hovering
217677744,Hovering
217946424,Hovering
218243146,Hovering
218445810,Hovering
218639137,Hovering
218770577,Hovering
219011143,Hovering
219213841,Hovering
219482644,Hovering
219731801,Hovering
219866581,Hovering
220047368,Hovering
220192978,Hovering
220365733,Hovering
220547086,Hovering
220692531,Hovering
221018544,Hovering
221208935,Hovering
221371966,Hovering
221517871,Hovering
221786672,Hovering
222083088,Hovering
222285839,Hovering
222478728,Hovering
222610394,Hovering
222851174,Hovering
223053831,Hovering
223322631,Hovering
223479843,Hovering
223619089,Hovering
223821780,Taking-Off
224033054,Taking-Off
224167652,Taking-Off
224387086,Taking-Off
224532414,Taking-Off
224858390,Taking-Off
225155213,Taking-Off
225357720,Hovering
225626398,Hovering
225807378,Hovering
225952919,Hovering
226125721,Hovering
226318609,Hovering
226450455,Hovering
226691088,Hovering
226893756,Hovering
227162513,Taking-Off
227459156,Hovering
227661725,Hovering
227872875,Hovering
228007693,Hovering
228227166,Hovering
228372425,Hovering
228698631,Hovering
228995091,Hovering
229197901,Hovering
229466460,Hovering
229763087,Hovering
229965757,Hovering
230158566,Hovering
230290394,Taking-Off
230531089,Taking-Off
230733876,Hovering
231002668,Hovering
231299094,Hovering
231501804,Hovering
231712879,Hovering
231885903,Hovering
232067114,Hovering
232212479,Hovering
232538412,Hovering
232719434,Hovering
232901544,Hovering
233037889,Hovering
233306528,Hovering
233603176,Hovering
233805890,Hovering
233998702,Hovering
234130393,Hovering
234371111,Hovering
234573958,Hovering
234842714,Hovering
235023201,Hovering
235205544,Hovering
235341851,Hovering
235552997,Hovering
235725864,Hovering
235907094,Hovering
236052664,Hovering
236378557,Hovering
236675094,Hovering
236877878,Hovering
237146522,Hovering
237327381,Hovering
237473095,Hovering
237645843,Hovering
237838666,Hovering
237970394,Hovering
238211094,Hovering
238413844,Hovering
238682639,Hovering
238979185,Hovering
239181842,Hovering
239392996,Hovering
239565868,Hovering
239747112,Hovering
239892730,Hovering
240218577,Climbing
240515111,Climbing
240717845,Climbing
240986546,Climbing
241283091,Climbing
241486405,Climbing
241678835,Climbing
241810392,Climbing
241944935,Climbing
242117543,Climbing
242253730,Climbing
242522530,Climbing
242819196,Climbing
243021949,Climbing
243233098,Climbing
243405747,Climbing
243587117,Climbing
243732538,Climbing
244058687,Climbing
244239217,Climbing
244431254,Climbing
244826683,Hovering
245123156,Hovering
245325898,Hovering
245518814,Hovering
245650455,Hovering
245891091,Hovering
246093725,Hovering
246362657,Hovering
246533833,Hovering
246668450,Hovering
246861752,Hovering
247072869,Hovering
247245746,Climbing
247427092,Climbing
247572417,Climbing
247898394,Climbing
248195201,Climbing
248397728,Climbing
248666578,Climbing
248847205,Climbing
248992899,Climbing
249165732,Climbing
249358637,Hovering
249490394,Hovering
249731169,Hovering
249933952,Hovering
250202802,Hovering
250499093,Hovering
250702036,Hovering
250913057,Hovering
251085866,Hovering
251267104,Hovering
251412538,Hovering
251738776,Hovering
252035102,Hovering
252238183,Hovering
252506692,Hovering
252803103,Hovering
253005847,Hovering
253196793,Hovering
253330455,Hovering
253571110,Hovering
253774077,Hovering
254042647,Hovering
254339165,Hovering
254542376,Hovering
254752998,Hovering
254925866,Hovering
255107190,Hovering
255252538,Hovering
255578521,Hovering
255749838,Hovering
255884394,Hovering
256078027,Hovering
256346688,Hovering
256643220,Hovering
256845878,Hovering
257038717,Hovering
257170394,Hovering
257411095,Hovering
257613844,Hovering
257882644,Hovering
258053833,Hovering
258188421,Hovering
258381836,Hovering
258593025,Hovering
258765926,Hovering
258947087,Hovering
259092630,Hovering
259418519,Hovering
259715087,Hovering
259917837,Hovering
260186518,Hovering
260357828,Hovering
260492422,Hovering
260685983,Hovering
260878608,Hovering
261010392,Hovering
261251083,Hovering
261453935,Hovering
261722827,Hovering
262019174,Hovering
262221947,Hovering
262432985,Hovering
262605862,Hovering
262787087,Hovering
262932538,Hovering
263258740,Hovering
263555088,Hovering
263757720,Hovering
264026440,Hovering
264323089,Hovering
264525836,Climbing
264718612,Climbing
264850393,Climbing
265091089,Climbing
265293837,Climbing
265562637,Climbing
265859318,Climbing
266061838,Climbing
266272989,Climbing
266445892,Hovering
266627096,Hovering
266772598,Hovering
267098575,Hovering
267279399,Hovering
267451966,Hovering
267598479,Hovering
267866529,Hovering
268163341,Hovering
268365834,Hovering
268558605,Hovering
268690394,Hovering
268931096,Hovering
269133843,Hovering
269402631,Hovering
269573831,Hovering
269708414,Hovering
269890714,Hovering
270112937,Hovering
270285754,Hovering
270467085,Hovering
270612420,Hovering
270938554,Hovering
271235163,Hovering
271437869,Hovering
271706514,Hovering
271877833,Hovering
272012415,Hovering
272205898,Hovering
272398612,Hovering
272530636,Hovering
272771089,Hovering
272973845,Hovering
273242629,Hovering
273539085,Hovering
273741950,Hovering
273952990,Hovering
274126393,Hovering
274307114,Hovering
274452544,Hovering
274778515,Hovering
275075096,Hovering
275277957,Hovering
275546514,Hovering
275843089,Hovering
276045837,Hovering
276238667,Hovering
276370394,Hovering
276611163,Hovering
276813871,Hovering
277082643,Hovering
277379154,Hovering
277581898,Hovering
277793049,Hovering
277965859,Hovering
278147089,Hovering
278292649,Hovering
278618514,Hovering
278789811,Hovering
278924476,Hovering
279117837,Hovering
279386514,Hovering
279683089,Hovering
279885837,Hovering
280078608,Hovering
280210455,Hovering
280451539,Hovering
280654368,Hovering
280922775,Hovering
281093821,Hovering
281228422,Hovering
281421878,Hovering
281633002,Hovering
281806011,Hovering
281987170,Hovering
282132541,Hovering
282458628,Hovering
282755096,Hovering
282958028,Hovering
283226704,Hovering
283397833,Hovering
283532391,Hovering
283725949,Hovering
283919272,Hovering
284050394,Hovering
284291093,Hovering
284493951,Hovering
284762671,Hovering
285059158,Hovering
285261836,Hovering
285472989,Hovering
285645920,Hovering
285827089,Hovering
285972599,Hovering
286298555,Hovering
286595089,Hovering
286797875,Hovering
287066514,Hovering
287363163,Hovering
287565847,Hovering
287758612,Hovering
287890393,Climbing
288024956,Climbing
288197543,Climbing
288333898,Climbing
288602818,Climbing
288899193,Climbing
289101840,Climbing
289312999,Climbing
289485981,Climbing
289667099,Climbing
289812548,Climbing
290138693,Landing
290309840,Hovering
290444549,Hovering
290637973,Hovering
290906550,Hovering
291203115,Hovering
291406238,Landing
291598636,Landing
291730506,Landing
291971122,Hovering
292174130,Hovering
292442740,Hovering
292613884,Hovering
292748416,Hovering
292941955,Hovering
293153029,Hovering
293325864,Hovering
293507088,Hovering
293652626,Taking-Off
293978583,Landing
294275474,Landing
294477836,Landing
294746470,Landing
294917733,Hovering
295052476,Hovering
295245964,Hovering
295438714,Landing
295570394,Landing
295811087,Landing
296013907,Landing
296282550,Taking-Off
296579365,Landing
296781871,Taking-Off
296992932,Taking-Off
297165733,Taking-Off
297347213,Taking-Off
297492401,Landing
297818389,Taking-Off
298115190,Landing
298317835,Landing
298586390,Landing
298883375,Landing
299085888,Landing
299278510,Landing
299410455,Landing
299651118,Landing
299853863,Landing
300122592,Landing
300419445,Landing
300621797,Landing
300832869,Landing
301005752,Landing
301187216,Landing
301332586,Landing
301658387,Landing
301829875,Landing
301964390,Landing
302157857,Landing
302426514,Landing
302723119,Landing
302925745,Landing
303118537,Landing
303250394,Hovering
303491322,Hovering
303693834,Hovering
303962718,Hovering
304133733,Taking-Off
304268418,Taking-Off
304461891,Hovering
304673055,Hovering
304845860,Hovering
305027119,Hovering
305172532,Hovering
305498508,Hovering
305795363,Hovering
305997831,Hovering
306266550,Hovering
306447323,Hovering
306593003,Hovering
306766436,Hovering
306958617,Hovering
307090454,Hovering
307331088,Hovering
307533831,Hovering
307802636,Landing
308099128,Taking-Off
308301841,Hovering
308513019,Hovering
308685962,Hovering
308867200,Hovering
309012638,Hovering
309338510,Hovering
309635158,Hovering
309837893,Hovering
310106579,Hovering
310403149,Hovering
310605954,Hovering
310798768,Hovering
310930394,Hovering
311171184,Hovering
311373872,Hovering
311642738,Hovering
311939152,Hovering
312141837,Hovering
312352986,Hovering
312525914,Hovering
312707213,Hovering
312852587,Hovering
313178509,Hovering
313359390,Hovering
313551245,Hovering
313946677,Hovering
314243298,Hovering
314445830,Hovering
314638598,Hovering
314770506,Hovering
315011192,Hovering
315213783,Hovering
315482575,Hovering
315653838,Hovering
315788387,Hovering
315981722,Hovering
316192883,Hovering
316365787,Hovering
316547088,Hovering
316692430,Hovering
317018523,Hovering
317315154,Hovering
317517846,Hovering
317786514,Hovering
317976756,Hovering
318113124,Hovering
318285839,Hovering
318478603,Hovering
318610430,Hovering
318851209,Hovering
319053841,Hovering
319322725,Hovering
319619158,Climbing
319822368,Climbing
320033005,Climbing
320205867,Climbing
320387091,Climbing
320532654,Climbing
320858608,Climbing
321155209,Climbing
321357871,Climbing
321626513,Climbing
321923090,Climbing
322125717,Climbing
322318483,Climbing
322450430,Climbing
322691313,Climbing
322893719,Climbing
323162645,Climbing
323459084,Climbing
323661718,Climbing
323872953,Climbing
324045749,Climbing
324227364,Climbing
324372413,Climbing
324698516,Climbing
324879469,Climbing
325051966,Climbing
325197722,Climbing
325466526,Climbing
325763088,Climbing
325965786,Climbing
326158490,Climbing
326290454,Hovering
326531127,Hovering
326733880,Landing
327002791,Landing
327173830,Landing
327308476,Landing
327501717,Landing
327712869,Landing
327885740,Landing
328067087,Landing
328212538,Landing
328538594,Landing
328835119,Landing
329037720,Landing
329306471,Hovering
329487323,Landing
329617234,Landing
329805717,Landing
329998538,Landing
330130393,Landing
330371301,Landing
330573714,Landing
330842632,Landing
331139156,Landing
331330482,Landing
331552927,Taking-Off
331725767,Taking-Off
331907091,Landing
332052400,Landing
332378588,Landing
332675092,Landing
332878241,Landing
333146471,Landing
333443301,Landing
333645710,Landing
333838518,Landing
333970455,Landing
334104885,Landing
334287244,Landing
334682763,Landing
334979297,Landing
335181725,Landing
335393076,Landing
335527644,Landing
335747166,Landing
335892526,Landing
336218515,Landing
336409068,Landing
336581544,Landing
336717807,Landing
336986480,Landing
337283157,Hovering
337485715,Landing
337678476,Hovering
337810394,Hovering
338051348,Hovering
338253830,Hovering
338522712,Taking-Off
338703323,Taking-Off
338885535,Hovering
339021718,Hovering
339232879,Hovering
339367643,Hovering
339587153,Hovering
339732466,Hovering
339864946,Hovering
340058586,Hovering
340355166,Hovering
340557722,Hovering
340826509,Hovering
341017003,Hovering
341152908,Hovering
341325748,Hovering
341518595,Hovering
341650394,Hovering
341891093,Hovering
342093893,Hovering
342362766,Hovering
342659152,Hovering
342861842,Hovering
343073020,Hovering
343207808,Hovering
343427088,Hovering
343572573,Hovering
343898591,Hovering
344195094,Hovering
344397839,Hovering
344666594,Hovering
344963088,Hovering
345165832,Hovering
345358596,Hovering
345490394,Hovering
345731093,Hovering
345934372,Hovering
346202754,Hovering
346499227,Hovering
346701862,Landing
346912982,Landing
347085857,Landing
347267089,Landing
347412631,Landing
347738652,Hovering
347928886,Landing
348101544,Hovering
348237721,Landing
348506475,Landing
348803090,Hovering
349005834,Hovering
349199381,Hovering
349330433,Hovering
349571113,Hovering
349773834,Hovering
350042707,Hovering
350223330,Hovering
350405536,Hovering
350541833,Hovering
350753055,Hovering
350925855,Hovering
351107157,Hovering
351252604,Hovering
351578589,Hovering
351875222,Hovering
352078057,Hovering
352346596,Hovering
352527469,Hovering
352673023,Hovering
352846025,Hovering
353038598,Hovering
353170454,Hovering
353411165,Hovering
353613719,Hovering
353882575,Hovering
354179091,Hovering
354381725,Hovering
354592879,Hovering
354765745,Climbing
354947152,Climbing
355092406,Hovering
355418432,Hovering
355715087,Hovering
355917836,Landing
356186627,Climbing
356483091,Climbing
356685751,Climbing
356878541,Climbing
357010394,Climbing
357251222,Climbing
357453721,Hovering
357722504,Hovering
358019152,Hovering
358221771,Hovering
358433098,Hovering
358605743,Landing
358787095,Taking-Off
358932452,Taking-Off
359258595,Landing
359439389,Landing
359631244,Landing
360026642,Landing
360323158,Landing
360525720,Landing
360718486,Landing
360850455,Landing
361091261,Landing
361293746,Landing
361562580,Landing
361753003,Landing
361916016,Landing
362061710,Landing
362272863,Landing
362445742,Landing
362627351,Landing
362772409,Landing
363098469,Landing
363395215,Landing
363597774,Landing
363866453,Landing
364056755,Landing
364192966,Landing
364365715,Landing
364558465,Landing
364690394,Landing
364931152,Landing
365133835,Hovering
365402693,Hovering
365699183,Taking-Off
365901717,Taking-Off
366112864,Landing
366285836,Landing
366467179,Landing
366612466,Landing
366938695,Landing
367235227,Landing
367437717,Landing
367706469,Hovering
368003219,Hovering
368205730,Hovering
368398475,Hovering
368530443,Hovering
368665003,Hovering
368827966,Hovering
368973833,Hovering
369242630,Hovering
369539181,Hovering
369741718,Hovering
369952942,Hovering
370087643,Hovering
370307245,Hovering
370452408,Hovering
370778507,Hovering
370968886,Hovering
371141544,Hovering
371277757,Hovering
371546473,Hovering
371843299,Hovering
372046368,Hovering
372238599,Hovering
372370393,Taking-Off
372611150,Taking-Off
372813879,Hovering
373082689,Hovering
373263385,Hovering
373436008,Hovering
373582011,Landing
373792985,Landing
373927767,Hovering
374147159,Hovering
374292644,Hovering
374424767,Hovering
374618652,Hovering
374915121,Hovering
375117868,Hovering
375386589,Hovering
375577051,Hovering
375713027,Hovering
375885880,Hovering
376078859,Hovering
376210394,Hovering
376451094,Hovering
376653923,Landing
376922679,Landing
377219145,Landing
377421866,Landing
377633055,Landing
377767798,Landing
377987159,Landing
378132543,Landing
378458546,Landing
378755298,Landing
378957829,Taking-Off
379226587,Taking-Off
379523163,Landing
379725779,Hovering
379918613,Hovering
380050454,Hovering
380291094,Landing
380493957,Landing
380762616,Landing
381059158,Landing
381261863,Landing
381472985,Landing
381645885,Landing
381827094,Landing
381972528,Landing
382298505,Landing
382479411,Landing
382651973,Landing
382797832,Landing
383066882,Landing
383363125,Landing
383565828,Landing
383758583,Landing
383890394,Landing
384131144,Landing
384333709,Landing
384602575,Landing
384773821,Landing
384908409,Landing
385102427,Landing
385313051,Landing
385485849,Landing
385667074,Taking-Off
385812535,Taking-Off
386138504,Landing
386435074,Landing
386637743,Landing
386906480,Landing
387096803,Landing
387232941,Landing
387405760,Landing
387598511,Landing
387730585,Landing
387971223,Landing
388173770,Landing
388442576,Hovering
388739103,Hovering
388941759,Hovering
389153054,Hovering
389325732,Hovering
389507168,Hovering
389652420,Hovering
389978508,Hovering
390275088,Hovering
390477771,Landing
390746791,Hovering
391043095,Hovering
391245869,Landing
391438646,Landing
391570394,Hovering
391811187,Hovering
392013710,Hovering
392282582,Hovering
392579095,Hovering
392770436,Taking-Off
392993081,Taking-Off
393165792,Hovering
393347159,Hovering
393492504,Hovering
393818470,Hovering
394008956,Hovering
394181536,Hovering
394317762,Hovering
394586585,Hovering
394883211,Hovering
395085763,Hovering
395278516,Hovering
395410394,Hovering
395651140,Hovering
395854073,Hovering
396122785,Hovering
396303388,Hovering
396485544,Hovering
396621920,Hovering
396833148,Hovering
397005899,Hovering
397187094,Hovering
397332587,Hovering
397464936,Hovering
397658590,Hovering
397955304,Hovering
398158362,Hovering
398426703,Hovering
398617051,Hovering
398753065,Hovering
398925830,Hovering
399118623,Taking-Off
399250443,Taking-Off
399491091,Hovering
399693831,Hovering
399962689,Hovering
400731551,Hovering
400921003,Hovering
401093544,Hovering
401230048,Hovering
401498819,Hovering
401795096,Hovering
401997886,Hovering
402266596,Hovering
402563075,Hovering
402766026,Landing
402958611,Landing
403090392,Landing
403234394,Landing
403407245,Landing
403802666,Landing
404099175,Landing
404301829,Landing
404513045,Landing
404686542,Hovering
404867159,Hovering
405012583,Hovering
405338630,Hovering
405519444,Hovering
405711244,Hovering
406106680,Hovering
406403075,Hovering
406605866,Landing
406798519,Taking-Off
406930504,Landing
407171095,Landing
407374056,Landing
407642689,Hovering
407813820,Hovering
407948603,Hovering
408141884,Hovering
408353017,Hovering
408525899,Hovering
408707200,Hovering
408852576,Hovering
408985061,Hovering
409178601,Hovering
409475126,Hovering
409677836,Hovering
409946519,Hovering
410127433,Hovering
410273029,Hovering
410445767,Hovering
410638549,Hovering
410770443,Hovering
411011204,Hovering
411214331,Hovering
411482583,Hovering
411779115,Hovering
411981829,Hovering
412192948,Hovering
412365792,Hovering
412547195,Hovering
412692458,Hovering
413018478,Hovering
413315071,Hovering
413517765,Hovering
413786469,Hovering
414083358,Hovering
414285895,Hovering
414479119,Hovering
414610455,Hovering
414744981,Hovering
414908002,Hovering
415053762,Hovering
415322687,Hovering
415619171,Hovering
415821761,Hovering
416032867,Hovering
416205823,Hovering
416387206,Hovering
416532398,Hovering
416858472,Hovering
417049051,Hovering
417221544,Hovering
417357830,Hovering
417626535,Hovering
417923153,Hovering
418125773,Hovering
418318546,Hovering
418450443,Climbing
418691137,Climbing
418893901,Climbing
419162706,Climbing
419343330,Climbing
419516008,Climbing
419661780,Climbing
419872876,Climbing
420045870,Climbing
420227136,Climbing
420372543,Climbing
420698746,Climbing
420995159,Climbing
421197932,Climbing
421466597,Climbing
421657004,Climbing
421793033,Climbing
421965894,Climbing
422158635,Hovering
422290442,Hovering
422531068,Hovering
422733963,Hovering
423002757,Hovering
423299179,Hovering
423501895,Hovering
423712994,Hovering
423885920,Hovering
424067069,Hovering
424212594,Hovering
424538518,Hovering
424835099,Hovering
425037890,Hovering
425306604,Hovering
425603158,Hovering
425805890,Hovering
425998643,Hovering
426130443,Hovering
426264925,Hovering
426437536,Hovering
426573921,Hovering
426842902,Hovering
427139256,Hovering
427341901,Hovering
427552990,Hovering
427725909,Hovering
427907077,Hovering
428052654,Hovering
428378830,Hovering
428569124,Hovering
428741544,Hovering
428877907,Hovering
429146600,Hovering
429443083,Hovering
429645890,Hovering
429839120,Landing
429970443,Hovering
430211078,Hovering
430413893,Hovering
430682854,Hovering
430863295,Hovering
431045535,Hovering
431181927,Hovering
431393058,Hovering
431565946,Taking-Off
431747076,Taking-Off
431892603,Hovering
432218541,Hovering
432515517,Hovering
432717886,Landing
432986647,Landing
433167338,Landing
433313074,Landing
433485951,Landing
433678665,Landing
433810504,Hovering
434051322,Hovering
434253773,Hovering
434522548,Hovering
434819256,Hovering
435021766,Hovering
435233141,Hovering
435367713,Landing
435587100,Hovering
435732532,Hovering
436058566,Hovering
436355195,Hovering
436557803,Hovering
436826531,Hovering
437123070,Hovering
437326298,Hovering
437518575,Hovering
437650443,Hovering
437891149,Hovering
438093773,Climbing
438362631,Climbing
438659325,Climbing
438861836,Climbing
439072951,Climbing
439245792,Climbing
439427200,Climbing
439572457,Climbing
439898531,Climbing
440089122,Climbing
440271237,Climbing
440666853,Climbing
440963181,Climbing
441165809,Climbing
441358516,Climbing
441490504,Hovering
441731142,Hovering
441933771,Hovering
442202857,Hovering
442383392,Hovering
442565544,Hovering
442701780,Hovering
442912912,Hovering
443085796,Hovering
443267227,Hovering
443412501,Hovering
443554479,Hovering
443738628,Hovering
444035069,Hovering
444237953,Hovering
444506695,Hovering
444697003,Hovering
444833092,Hovering
445005773,Hovering
445198520,Hovering
445330443,Hovering
445571069,Hovering
445773888,Hovering
446042692,Hovering
446339176,Hovering
446541808,Hovering
446753112,Hovering
446925860,Hovering
447107197,Hovering
447252589,Hovering
447578597,Hovering
447875095,Hovering
448077888,Hovering
448346597,Hovering
448643262,Hovering
448845894,Hovering
449038667,Hovering
449170610,Hovering
449314384,Hovering
449467966,Hovering
449613953,Hovering
449882765,Hovering
450179210,Hovering
450382417,Hovering
450592993,Hovering
450727776,Hovering
450947174,Hovering
