Tick#,Operating_Phase
209172654,Taking-Off
209498684,Taking-Off
209698606,Taking-Off
209871235,Taking-Off
210214581,Taking-Off
210381827,Taking-Off
210563050,Taking-Off
210765756,Taking-Off
210958574,Taking-Off
211090483,Taking-Off
211251383,Taking-Off
211397535,Taking-Off
211533919,Taking-Off
211802628,Taking-Off
211992935,Taking-Off
212175235,Taking-Off
212513048,Taking-Off
212685761,Taking-Off
212867068,Taking-Off
213012560,Taking-Off
213154610,Taking-Off
213338677,Taking-Off
213635052,Taking-Off
213838157,Taking-Off
214106674,Taking-Off
214316051,Taking-Off
214479253,Taking-Off
214798756,Taking-Off
214930428,Taking-Off
215171115,Taking-Off
215374605,Taking-Off
215642901,Taking-Off
215939047,Taking-Off
216141990,Taking-Off
216353071,Taking-Off
216490462,Taking-Off
216707115,Taking-Off
216852556,Taking-Off
217178417,Taking-Off
217475185,Taking-Off
217677744,Taking-Off
217946424,Taking-Off
218243146,Taking-Off
218445810,Taking-Off
218639137,Taking-Off
218770577,Taking-Off
219011143,Taking-Off
219213841,Taking-Off
219482644,Taking-Off
219731801,Taking-Off
219866581,Taking-Off
220047368,Taking-Off
220192978,Taking-Off
220365733,Taking-Off
220547086,Taking-Off
220692531,Taking-Off
221018544,Taking-Off
221208935,Taking-Off
221371966,Taking-Off
221517871,Taking-Off
221786672,Taking-Off
222083088,Taking-Off
222285839,Taking-Off
222478728,Taking-Off
222610394,Taking-Off
222851174,Taking-Off
223053831,Taking-Off
223322631,Taking-Off
223479843,Taking-Off
223619089,Taking-Off
223821780,Taking-Off
224033054,Taking-Off
224167652,Taking-Off
224387086,Taking-Off
224532414,Taking-Off
224858390,Taking-Off
225155213,Taking-Off
225357720,Taking-Off
225626398,Taking-Off
225807378,Taking-Off
225952919,Taking-Off
226125721,Taking-Off
226318609,Taking-Off
226450455,Taking-Off
226691088,Taking-Off
226893756,Taking-Off
227162513,Taking-Off
227459156,Taking-Off
227661725,Taking-Off
227872875,Taking-Off
228007693,Taking-Off
228227166,Taking-Off
228372425,Taking-Off
228698631,Taking-Off
228995091,Taking-Off
229197901,Taking-Off
229466460,Taking-Off
229763087,Taking-Off
229965757,Taking-Off
230158566,Taking-Off
230290394,Taking-Off
230531089,Taking-Off
230733876,Taking-Off
231002668,Taking-Off
231299094,Taking-Off
231501804,Taking-Off
231712879,Taking-Off
231885903,Taking-Off
232067114,Taking-Off
232212479,Taking-Off
232538412,Taking-Off
232719434,Taking-Off
232901544,Taking-Off
233037889,Taking-Off
233306528,Taking-Off
233603176,Taking-Off
233805890,Taking-Off
233998702,Taking-Off
234130393,Taking-Off
234371111,Taking-Off
234573958,Taking-Off
234842714,Taking-Off
235023201,Taking-Off
235205544,Taking-Off
235341851,Taking-Off
235552997,Taking-Off
235725864,Taking-Off
235907094,Taking-Off
236052664,Taking-Off
236378557,Taking-Off
236675094,Taking-Off
236877878,Taking-Off
237146522,Taking-Off
237327381,Taking-Off
237473095,Taking-Off
237645843,Taking-Off
237838666,Taking-Off
237970394,Taking-Off
238211094,Taking-Off
238413844,Taking-Off
238682639,Taking-Off
238979185,Taking-Off
239181842,Taking-Off
239392996,Taking-Off
239565868,Taking-Off
239747112,Taking-Off
239892730,Taking-Off
240218577,Taking-Off
240515111,Taking-Off
240717845,Taking-Off
240986546,Taking-Off
241283091,Taking-Off
241486405,Taking-Off
241678835,Taking-Off
241810392,Taking-Off
241944935,Taking-Off
242117543,Taking-Off
242253730,Taking-Off
242522530,Taking-Off
242819196,Taking-Off
243021949,Taking-Off
243233098,Taking-Off
243405747,Taking-Off
243587117,Taking-Off
243732538,Taking-Off
244058687,Taking-Off
244239217,Taking-Off
244431254,Taking-Off
244826683,Taking-Off
245123156,Taking-Off
245325898,Taking-Off
245518814,Taking-Off
245650455,Taking-Off
245891091,Taking-Off
246093725,Taking-Off
246362657,Taking-Off
246533833,Taking-Off
246668450,Taking-Off
246861752,Taking-Off
247072869,Taking-Off
247245746,Taking-Off
247427092,Taking-Off
247572417,Taking-Off
247898394,Taking-Off
248195201,Taking-Off
248397728,Taking-Off
248666578,Taking-Off
248847205,Taking-Off
248992899,Taking-Off
249165732,Taking-Off
249358637,Taking-Off
249490394,Taking-Off
249731169,Taking-Off
249933952,Taking-Off
250202802,Taking-Off
250499093,Taking-Off
250702036,Taking-Off
250913057,Taking-Off
251085866,Taking-Off
251267104,Taking-Off
251412538,Taking-Off
251738776,Taking-Off
252035102,Taking-Off
252238183,Taking-Off
252506692,Taking-Off
252803103,Taking-Off
253005847,Taking-Off
253196793,Taking-Off
253330455,Taking-Off
253571110,Taking-Off
253774077,Taking-Off
254042647,Taking-Off
254339165,Taking-Off
254542376,Taking-Off
254752998,Taking-Off
254925866,Taking-Off
255107190,Taking-Off
255252538,Taking-Off
255578521,Taking-Off
255749838,Taking-Off
255884394,Taking-Off
256078027,Taking-Off
256346688,Taking-Off
256643220,Taking-Off
256845878,Taking-Off
257038717,Taking-Off
257170394,Taking-Off
257411095,Taking-Off
257613844,Taking-Off
257882644,Taking-Off
258053833,Taking-Off
258188421,Taking-Off
258381836,Taking-Off
258593025,Taking-Off
258765926,Taking-Off
258947087,Taking-Off
259092630,Taking-Off
259418519,Taking-Off
259715087,Taking-Off
259917837,Taking-Off
260186518,Taking-Off
260357828,Taking-Off
260492422,Taking-Off
260685983,Taking-Off
260878608,Taking-Off
261010392,Taking-Off
261251083,Taking-Off
261453935,Taking-Off
261722827,Taking-Off
262019174,Taking-Off
262221947,Taking-Off
262432985,Taking-Off
262605862,Taking-Off
262787087,Taking-Off
262932538,Taking-Off
263258740,Taking-Off
263555088,Taking-Off
263757720,Taking-Off
264026440,Taking-Off
264323089,Taking-Off
264525836,Taking-Off
264718612,Taking-Off
264850393,Taking-Off
265091089,Taking-Off
265293837,Taking-Off
265562637,Taking-Off
265859318,Taking-Off
266061838,Taking-Off
266272989,Taking-Off
266445892,Taking-Off
266627096,Taking-Off
266772598,Taking-Off
267098575,Taking-Off
267279399,Taking-Off
267451966,Taking-Off
267598479,Taking-Off
267866529,Taking-Off
268163341,Taking-Off
268365834,Taking-Off
268558605,Taking-Off
268690394,Taking-Off
268931096,Taking-Off
269133843,Taking-Off
269402631,Taking-Off
269573831,Taking-Off
269708414,Taking-Off
269890714,Taking-Off
270112937,Taking-Off
270285754,Taking-Off
270467085,Taking-Off
270612420,Taking-Off
270938554,Taking-Off
271235163,Taking-Off
271437869,Taking-Off
271706514,Taking-Off
271877833,Taking-Off
272012415,Taking-Off
272205898,Taking-Off
272398612,Taking-Off
272530636,Taking-Off
272771089,Taking-Off
272973845,Taking-Off
273242629,Taking-Off
273539085,Taking-Off
273741950,Taking-Off
273952990,Taking-Off
274126393,Taking-Off
274307114,Taking-Off
274452544,Taking-Off
274778515,Taking-Off
275075096,Taking-Off
275277957,Taking-Off
275546514,Taking-Off
275843089,Taking-Off
276045837,Taking-Off
276238667,Taking-Off
276370394,Taking-Off
276611163,Taking-Off
276813871,Taking-Off
277082643,Taking-Off
277379154,Taking-Off
277581898,Taking-Off
277793049,Taking-Off
277965859,Taking-Off
278147089,Taking-Off
278292649,Taking-Off
278618514,Taking-Off
278789811,Taking-Off
278924476,Taking-Off
279117837,Taking-Off
279386514,Taking-Off
279683089,Taking-Off
279885837,Taking-Off
280078608,Taking-Off
280210455,Taking-Off
280451539,Taking-Off
280654368,Taking-Off
280922775,Taking-Off
281093821,Taking-Off
281228422,Taking-Off
281421878,Taking-Off
281633002,Taking-Off
281806011,Taking-Off
281987170,Taking-Off
282132541,Taking-Off
282458628,Resting
282755096,Resting
282958028,Taking-Off
283226704,Taking-Off
283397833,Taking-Off
283532391,Taking-Off
283725949,Taking-Off
283919272,Taking-Off
284050394,Taking-Off
284291093,Taking-Off
284493951,Taking-Off
284762671,Taking-Off
285059158,Taking-Off
285261836,Taking-Off
285472989,Taking-Off
285645920,Taking-Off
285827089,Taking-Off
285972599,Taking-Off
286298555,Taking-Off
286595089,Taking-Off
286797875,Taking-Off
287066514,Taking-Off
287363163,Taking-Off
287565847,Taking-Off
287758612,Taking-Off
287890393,Taking-Off
288024956,Taking-Off
288197543,Taking-Off
288333898,Taking-Off
288602818,Taking-Off
288899193,Taking-Off
289101840,Taking-Off
289312999,Taking-Off
289485981,Taking-Off
289667099,Taking-Off
289812548,Taking-Off
290138693,Taking-Off
290309840,Taking-Off
290444549,Taking-Off
290637973,Taking-Off
290906550,Taking-Off
291203115,Taking-Off
291406238,Taking-Off
291598636,Taking-Off
291730506,Taking-Off
291971122,Taking-Off
292174130,Taking-Off
292442740,Taking-Off
292613884,Taking-Off
292748416,Taking-Off
292941955,Taking-Off
293153029,Taking-Off
293325864,Taking-Off
293507088,Taking-Off
293652626,Taking-Off
293978583,Taking-Off
294275474,Taking-Off
294477836,Taking-Off
294746470,Taking-Off
294917733,Taking-Off
295052476,Taking-Off
295245964,Taking-Off
295438714,Taking-Off
295570394,Taking-Off
295811087,Taking-Off
296013907,Taking-Off
296282550,Taking-Off
296579365,Taking-Off
296781871,Taking-Off
296992932,Taking-Off
297165733,Taking-Off
297347213,Taking-Off
297492401,Taking-Off
297818389,Taking-Off
298115190,Taking-Off
298317835,Taking-Off
298586390,Taking-Off
298883375,Taking-Off
299085888,Taking-Off
299278510,Taking-Off
299410455,Taking-Off
299651118,Taking-Off
299853863,Taking-Off
300122592,Taking-Off
300419445,Taking-Off
300621797,Taking-Off
300832869,Taking-Off
301005752,Taking-Off
301187216,Taking-Off
301332586,Taking-Off
301658387,Taking-Off
301829875,Taking-Off
301964390,Taking-Off
302157857,Taking-Off
302426514,Taking-Off
302723119,Taking-Off
302925745,Taking-Off
303118537,Taking-Off
303250394,Taking-Off
303491322,Taking-Off
303693834,Taking-Off
303962718,Taking-Off
304133733,Resting
304268418,Resting
304461891,Taking-Off
304673055,Taking-Off
304845860,Taking-Off
305027119,Taking-Off
305172532,Taking-Off
305498508,Taking-Off
305795363,Taking-Off
305997831,Taking-Off
306266550,Taking-Off
306447323,Taking-Off
306593003,Taking-Off
306766436,Taking-Off
306958617,Taking-Off
307090454,Taking-Off
307331088,Taking-Off
307533831,Taking-Off
307802636,Taking-Off
308099128,Taking-Off
308301841,Taking-Off
308513019,Taking-Off
308685962,Resting
308867200,Resting
309012638,Taking-Off
309338510,Resting
309635158,Taking-Off
309837893,Taking-Off
310106579,Resting
310403149,Resting
310605954,Taking-Off
310798768,Taking-Off
310930394,Taking-Off
311171184,Taking-Off
311373872,Resting
311642738,Resting
311939152,Resting
312141837,Taking-Off
312352986,Taking-Off
312525914,Taking-Off
312707213,Taking-Off
312852587,Taking-Off
313178509,Taking-Off
313359390,Taking-Off
313551245,Taking-Off
313946677,Taking-Off
314243298,Taking-Off
314445830,Taking-Off
314638598,Taking-Off
314770506,Taking-Off
315011192,Taking-Off
315213783,Taking-Off
315482575,Taking-Off
315653838,Taking-Off
315788387,Taking-Off
315981722,Taking-Off
316192883,Taking-Off
316365787,Taking-Off
316547088,Taking-Off
316692430,Taking-Off
317018523,Taking-Off
317315154,Taking-Off
317517846,Taking-Off
317786514,Taking-Off
317976756,Taking-Off
318113124,Taking-Off
318285839,Taking-Off
318478603,Taking-Off
318610430,Taking-Off
318851209,Taking-Off
319053841,Taking-Off
319322725,Taking-Off
319619158,Taking-Off
319822368,Taking-Off
320033005,Taking-Off
320205867,Taking-Off
320387091,Taking-Off
320532654,Taking-Off
320858608,Taking-Off
321155209,Taking-Off
321357871,Taking-Off
321626513,Taking-Off
321923090,Taking-Off
322125717,Taking-Off
322318483,Taking-Off
322450430,Taking-Off
322691313,Taking-Off
322893719,Taking-Off
323162645,Taking-Off
323459084,Taking-Off
323661718,Taking-Off
323872953,Taking-Off
324045749,Taking-Off
324227364,Taking-Off
324372413,Taking-Off
324698516,Taking-Off
324879469,Taking-Off
325051966,Taking-Off
325197722,Taking-Off
325466526,Taking-Off
325763088,Taking-Off
325965786,Taking-Off
326158490,Taking-Off
326290454,Taking-Off
326531127,Taking-Off
326733880,Taking-Off
327002791,Taking-Off
327173830,Taking-Off
327308476,Taking-Off
327501717,Taking-Off
327712869,Taking-Off
327885740,Taking-Off
328067087,Taking-Off
328212538,Taking-Off
328538594,Taking-Off
328835119,Taking-Off
329037720,Taking-Off
329306471,Taking-Off
329487323,Taking-Off
329617234,Taking-Off
329805717,Taking-Off
329998538,Taking-Off
330130393,Taking-Off
330371301,Taking-Off
330573714,Taking-Off
330842632,Taking-Off
331139156,Taking-Off
331330482,Taking-Off
331552927,Resting
331725767,Resting
331907091,Taking-Off
332052400,Taking-Off
332378588,Taking-Off
332675092,Taking-Off
332878241,Taking-Off
333146471,Taking-Off
333443301,Taking-Off
333645710,Taking-Off
333838518,Taking-Off
333970455,Taking-Off
334104885,Taking-Off
334287244,Taking-Off
334682763,Taking-Off
334979297,Taking-Off
335181725,Taking-Off
335393076,Taking-Off
335527644,Taking-Off
335747166,Taking-Off
335892526,Taking-Off
336218515,Taking-Off
336409068,Taking-Off
336581544,Taking-Off
336717807,Taking-Off
336986480,Taking-Off
337283157,Taking-Off
337485715,Taking-Off
337678476,Taking-Off
337810394,Taking-Off
338051348,Taking-Off
338253830,Taking-Off
338522712,Resting
338703323,Resting
338885535,Taking-Off
339021718,Taking-Off
339232879,Taking-Off
339367643,Taking-Off
339587153,Taking-Off
339732466,Taking-Off
339864946,Taking-Off
340058586,Taking-Off
340355166,Taking-Off
340557722,Taking-Off
340826509,Taking-Off
341017003,Taking-Off
341152908,Taking-Off
341325748,Taking-Off
341518595,Taking-Off
341650394,Taking-Off
341891093,Taking-Off
342093893,Taking-Off
342362766,Taking-Off
342659152,Taking-Off
342861842,Taking-Off
343073020,Taking-Off
343207808,Taking-Off
343427088,Taking-Off
343572573,Taking-Off
343898591,Taking-Off
344195094,Taking-Off
344397839,Taking-Off
344666594,Taking-Off
344963088,Taking-Off
345165832,Taking-Off
345358596,Taking-Off
345490394,Taking-Off
345731093,Taking-Off
345934372,Taking-Off
346202754,Taking-Off
346499227,Taking-Off
346701862,Taking-Off
346912982,Taking-Off
347085857,Taking-Off
347267089,Taking-Off
347412631,Taking-Off
347738652,Taking-Off
347928886,Taking-Off
348101544,Taking-Off
348237721,Taking-Off
348506475,Taking-Off
348803090,Taking-Off
349005834,Taking-Off
349199381,Taking-Off
349330433,Taking-Off
349571113,Taking-Off
349773834,Taking-Off
350042707,Taking-Off
350223330,Taking-Off
350405536,Taking-Off
350541833,Taking-Off
350753055,Taking-Off
350925855,Taking-Off
351107157,Taking-Off
351252604,Taking-Off
351578589,Taking-Off
351875222,Taking-Off
352078057,Taking-Off
352346596,Taking-Off
352527469,Taking-Off
352673023,Taking-Off
352846025,Taking-Off
353038598,Taking-Off
353170454,Taking-Off
353411165,Taking-Off
353613719,Taking-Off
353882575,Taking-Off
354179091,Taking-Off
354381725,Taking-Off
354592879,Taking-Off
354765745,Taking-Off
354947152,Taking-Off
355092406,Taking-Off
355418432,Taking-Off
355715087,Taking-Off
355917836,Taking-Off
356186627,Taking-Off
356483091,Taking-Off
356685751,Taking-Off
356878541,Taking-Off
357010394,Taking-Off
357251222,Taking-Off
357453721,Taking-Off
357722504,Taking-Off
358019152,Taking-Off
358221771,Taking-Off
358433098,Taking-Off
358605743,Taking-Off
358787095,Resting
358932452,Resting
359258595,Taking-Off
359439389,Taking-Off
359631244,Taking-Off
360026642,Taking-Off
360323158,Taking-Off
360525720,Taking-Off
360718486,Taking-Off
360850455,Taking-Off
361091261,Taking-Off
361293746,Taking-Off
361562580,Taking-Off
361753003,Taking-Off
361916016,Taking-Off
362061710,Taking-Off
362272863,Taking-Off
362445742,Taking-Off
362627351,Taking-Off
362772409,Taking-Off
363098469,Taking-Off
363395215,Taking-Off
363597774,Taking-Off
363866453,Taking-Off
364056755,Taking-Off
364192966,Taking-Off
364365715,Taking-Off
364558465,Taking-Off
364690394,Taking-Off
364931152,Taking-Off
365133835,Taking-Off
365402693,Taking-Off
365699183,Resting
365901717,Resting
366112864,Taking-Off
366285836,Taking-Off
366467179,Taking-Off
366612466,Taking-Off
366938695,Taking-Off
367235227,Taking-Off
367437717,Taking-Off
367706469,Taking-Off
368003219,Taking-Off
368205730,Taking-Off
368398475,Taking-Off
368530443,Taking-Off
368665003,Taking-Off
368827966,Taking-Off
368973833,Taking-Off
369242630,Taking-Off
369539181,Taking-Off
369741718,Taking-Off
369952942,Taking-Off
370087643,Taking-Off
370307245,Taking-Off
370452408,Taking-Off
370778507,Taking-Off
370968886,Taking-Off
371141544,Taking-Off
371277757,Taking-Off
371546473,Taking-Off
371843299,Taking-Off
372046368,Taking-Off
372238599,Taking-Off
372370393,Resting
372611150,Resting
372813879,Taking-Off
373082689,Taking-Off
373263385,Taking-Off
373436008,Taking-Off
373582011,Taking-Off
373792985,Taking-Off
373927767,Taking-Off
374147159,Taking-Off
374292644,Taking-Off
374424767,Taking-Off
374618652,Taking-Off
374915121,Taking-Off
375117868,Taking-Off
375386589,Taking-Off
375577051,Taking-Off
375713027,Taking-Off
375885880,Taking-Off
376078859,Taking-Off
376210394,Taking-Off
376451094,Taking-Off
376653923,Taking-Off
376922679,Taking-Off
377219145,Taking-Off
377421866,Taking-Off
377633055,Taking-Off
377767798,Taking-Off
377987159,Taking-Off
378132543,Taking-Off
378458546,Taking-Off
378755298,Taking-Off
378957829,Resting
379226587,Resting
379523163,Taking-Off
379725779,Taking-Off
379918613,Taking-Off
380050454,Taking-Off
380291094,Taking-Off
380493957,Taking-Off
380762616,Taking-Off
381059158,Taking-Off
381261863,Taking-Off
381472985,Taking-Off
381645885,Taking-Off
381827094,Taking-Off
381972528,Taking-Off
382298505,Taking-Off
382479411,Taking-Off
382651973,Taking-Off
382797832,Taking-Off
383066882,Taking-Off
383363125,Taking-Off
383565828,Taking-Off
383758583,Taking-Off
383890394,Taking-Off
384131144,Taking-Off
384333709,Taking-Off
384602575,Taking-Off
384773821,Taking-Off
384908409,Taking-Off
385102427,Taking-Off
385313051,Taking-Off
385485849,Taking-Off
385667074,Resting
385812535,Resting
386138504,Taking-Off
386435074,Taking-Off
386637743,Taking-Off
386906480,Taking-Off
387096803,Taking-Off
387232941,Taking-Off
387405760,Taking-Off
387598511,Taking-Off
387730585,Taking-Off
387971223,Taking-Off
388173770,Taking-Off
388442576,Taking-Off
388739103,Taking-Off
388941759,Taking-Off
389153054,Taking-Off
389325732,Taking-Off
389507168,Taking-Off
389652420,Taking-Off
389978508,Taking-Off
390275088,Taking-Off
390477771,Taking-Off
390746791,Taking-Off
391043095,Taking-Off
391245869,Taking-Off
391438646,Taking-Off
391570394,Taking-Off
391811187,Taking-Off
392013710,Taking-Off
392282582,Taking-Off
392579095,Taking-Off
392770436,Resting
392993081,Resting
393165792,Taking-Off
393347159,Taking-Off
393492504,Taking-Off
393818470,Taking-Off
394008956,Taking-Off
394181536,Taking-Off
394317762,Taking-Off
394586585,Taking-Off
394883211,Taking-Off
395085763,Taking-Off
395278516,Taking-Off
395410394,Taking-Off
395651140,Taking-Off
395854073,Taking-Off
396122785,Taking-Off
396303388,Taking-Off
396485544,Taking-Off
396621920,Taking-Off
396833148,Taking-Off
397005899,Taking-Off
397187094,Taking-Off
397332587,Taking-Off
397464936,Taking-Off
397658590,Taking-Off
397955304,Taking-Off
398158362,Taking-Off
398426703,Taking-Off
398617051,Taking-Off
398753065,Taking-Off
398925830,Taking-Off
399118623,Resting
399250443,Resting
399491091,Taking-Off
399693831,Taking-Off
399962689,Taking-Off
400731551,Taking-Off
400921003,Taking-Off
401093544,Taking-Off
401230048,Taking-Off
401498819,Taking-Off
401795096,Taking-Off
401997886,Taking-Off
402266596,Taking-Off
402563075,Taking-Off
402766026,Taking-Off
402958611,Taking-Off
403090392,Taking-Off
403234394,Taking-Off
403407245,Taking-Off
403802666,Taking-Off
404099175,Taking-Off
404301829,Taking-Off
404513045,Taking-Off
404686542,Taking-Off
404867159,Taking-Off
405012583,Taking-Off
405338630,Taking-Off
405519444,Taking-Off
405711244,Taking-Off
406106680,Taking-Off
406403075,Taking-Off
406605866,Taking-Off
406798519,Taking-Off
