Tick#,Operating_Phase
211397535,Climbing
211533919,Climbing
211802628,Climbing
211992935,Climbing
212175235,Climbing
212513048,Climbing
212685761,Climbing
212867068,Climbing
213012560,Climbing
213154610,Climbing
213338677,Climbing
213635052,Climbing
213838157,Climbing
214106674,Climbing
214316051,Climbing
214479253,Climbing
214798756,Climbing
214930428,Climbing
215171115,Climbing
215374605,Climbing
215642901,Climbing
215939047,Climbing
216141990,Climbing
216353071,Climbing
216490462,Climbing
216707115,Climbing
216852556,Climbing
217178417,Climbing
217475185,Climbing
217677744,Climbing
217946424,Climbing
218243146,Climbing
218445810,Climbing
218639137,Climbing
218770577,Climbing
219011143,Climbing
219213841,Climbing
219482644,Climbing
219731801,Climbing
219866581,Climbing
220047368,Climbing
220192978,Climbing
220365733,Climbing
220547086,Climbing
220692531,Climbing
221018544,Climbing
221208935,Climbing
221371966,Climbing
221517871,Climbing
221786672,Climbing
222083088,Climbing
222285839,Climbing
222478728,Climbing
222610394,Climbing
222851174,Climbing
223053831,Climbing
223322631,Climbing
223479843,Climbing
223619089,Climbing
223821780,Climbing
224033054,Climbing
224167652,Climbing
224387086,Climbing
224532414,Climbing
224858390,Climbing
225155213,Climbing
225357720,Climbing
225626398,Climbing
225807378,Climbing
225952919,Climbing
226125721,Climbing
226318609,Climbing
226450455,Climbing
226691088,Climbing
226893756,Climbing
227162513,Climbing
227459156,Climbing
227661725,Climbing
227872875,Climbing
228007693,Climbing
228227166,Climbing
228372425,Climbing
228698631,Climbing
228995091,Climbing
229197901,Climbing
229466460,Climbing
229763087,Climbing
229965757,Climbing
230158566,Climbing
230290394,Climbing
230531089,Climbing
230733876,Climbing
231002668,Climbing
231299094,Climbing
231501804,Climbing
231712879,Climbing
231885903,Climbing
232067114,Climbing
232212479,Climbing
232538412,Climbing
232719434,Climbing
232901544,Climbing
233037889,Climbing
233306528,Climbing
233603176,Climbing
233805890,Climbing
233998702,Climbing
234130393,Climbing
234371111,Climbing
234573958,Climbing
234842714,Climbing
235023201,Climbing
235205544,Climbing
235341851,Climbing
235552997,Climbing
235725864,Climbing
235907094,Climbing
236052664,Climbing
236378557,Climbing
236675094,Climbing
236877878,Climbing
237146522,Climbing
237327381,Climbing
237473095,Climbing
237645843,Climbing
237838666,Climbing
237970394,Climbing
238211094,Climbing
238413844,Climbing
238682639,Climbing
238979185,Climbing
239181842,Climbing
239392996,Climbing
239565868,Climbing
239747112,Climbing
239892730,Climbing
240218577,Climbing
240515111,Climbing
240717845,Climbing
240986546,Climbing
241283091,Climbing
241486405,Climbing
241678835,Climbing
241810392,Climbing
241944935,Climbing
242117543,Climbing
242253730,Climbing
242522530,Climbing
242819196,Climbing
243021949,Climbing
243233098,Climbing
243405747,Climbing
243587117,Climbing
243732538,Climbing
244058687,Climbing
244239217,Climbing
244431254,Climbing
244826683,Climbing
245123156,Climbing
245325898,Climbing
245518814,Climbing
245650455,Climbing
245891091,Climbing
246093725,Climbing
246362657,Climbing
246533833,Climbing
246668450,Climbing
246861752,Climbing
247072869,Climbing
247245746,Climbing
247427092,Climbing
247572417,Climbing
247898394,Climbing
248195201,Climbing
248397728,Climbing
248666578,Climbing
248847205,Climbing
248992899,Climbing
249165732,Climbing
249358637,Climbing
249490394,Climbing
249731169,Climbing
249933952,Climbing
250202802,Climbing
250499093,Climbing
250702036,Climbing
250913057,Climbing
251085866,Climbing
251267104,Climbing
251412538,Climbing
251738776,Climbing
252035102,Climbing
252238183,Climbing
252506692,Climbing
252803103,Climbing
253005847,Climbing
253196793,Climbing
253330455,Climbing
253571110,Climbing
253774077,Climbing
254042647,Climbing
254339165,Climbing
254542376,Climbing
254752998,Climbing
254925866,Climbing
255107190,Climbing
255252538,Climbing
255578521,Climbing
255749838,Climbing
255884394,Climbing
256078027,Climbing
256346688,Climbing
256643220,Climbing
256845878,Climbing
257038717,Climbing
257170394,Climbing
257411095,Climbing
257613844,Climbing
257882644,Climbing
258053833,Climbing
258188421,Climbing
258381836,Climbing
258593025,Climbing
258765926,Climbing
258947087,Climbing
259092630,Climbing
259418519,Climbing
259715087,Climbing
259917837,Climbing
260186518,Climbing
260357828,Climbing
260492422,Climbing
260685983,Climbing
260878608,Climbing
261010392,Climbing
261251083,Climbing
261453935,Climbing
261722827,Climbing
262019174,Climbing
262221947,Climbing
262432985,Climbing
262605862,Climbing
262787087,Climbing
262932538,Climbing
263258740,Climbing
263555088,Climbing
263757720,Climbing
264026440,Climbing
264323089,Climbing
264525836,Climbing
264718612,Climbing
264850393,Climbing
265091089,Climbing
265293837,Climbing
265562637,Climbing
265859318,Climbing
266061838,Climbing
266272989,Climbing
266445892,Climbing
266627096,Climbing
266772598,Climbing
267098575,Climbing
267279399,Climbing
267451966,Climbing
267598479,Climbing
267866529,Climbing
268163341,Climbing
268365834,Climbing
268558605,Climbing
268690394,Climbing
268931096,Climbing
269133843,Climbing
269402631,Climbing
269573831,Climbing
269708414,Climbing
269890714,Climbing
270112937,Climbing
270285754,Climbing
270467085,Climbing
270612420,Climbing
270938554,Climbing
271235163,Climbing
271437869,Climbing
271706514,Climbing
271877833,Climbing
272012415,Climbing
272205898,Climbing
272398612,Climbing
272530636,Climbing
272771089,Climbing
272973845,Climbing
273242629,Climbing
273539085,Climbing
273741950,Climbing
273952990,Climbing
274126393,Climbing
274307114,Climbing
274452544,Climbing
274778515,Climbing
275075096,Climbing
275277957,Climbing
275546514,Climbing
275843089,Climbing
276045837,Climbing
276238667,Climbing
276370394,Climbing
276611163,Climbing
276813871,Climbing
277082643,Climbing
277379154,Climbing
277581898,Climbing
277793049,Climbing
277965859,Climbing
278147089,Climbing
278292649,Climbing
278618514,Climbing
278789811,Climbing
278924476,Climbing
279117837,Climbing
279386514,Climbing
279683089,Climbing
279885837,Climbing
280078608,Climbing
280210455,Climbing
280451539,Climbing
280654368,Climbing
280922775,Climbing
281093821,Climbing
281228422,Climbing
281421878,Climbing
281633002,Climbing
281806011,Climbing
281987170,Climbing
282132541,Climbing
282458628,Climbing
282755096,Climbing
282958028,Climbing
283226704,Climbing
283397833,Climbing
283532391,Climbing
283725949,Climbing
283919272,Climbing
284050394,Climbing
284291093,Climbing
284493951,Climbing
284762671,Climbing
285059158,Climbing
285261836,Climbing
285472989,Climbing
285645920,Climbing
285827089,Climbing
285972599,Climbing
286298555,Climbing
286595089,Climbing
286797875,Climbing
287066514,Climbing
287363163,Climbing
287565847,Climbing
287758612,Climbing
287890393,Climbing
288024956,Climbing
288197543,Climbing
288333898,Climbing
288602818,Climbing
288899193,Climbing
289101840,Climbing
289312999,Climbing
289485981,Climbing
289667099,Climbing
289812548,Climbing
290138693,Climbing
290309840,Climbing
290444549,Climbing
290637973,Climbing
290906550,Climbing
291203115,Climbing
291406238,Climbing
291598636,Climbing
291730506,Climbing
291971122,Climbing
292174130,Climbing
292442740,Climbing
292613884,Climbing
292748416,Climbing
292941955,Climbing
293153029,Climbing
293325864,Climbing
293507088,Climbing
293652626,Climbing
293978583,Climbing
294275474,Climbing
294477836,Climbing
294746470,Climbing
294917733,Climbing
295052476,Climbing
295245964,Climbing
295438714,Climbing
295570394,Climbing
295811087,Climbing
296013907,Climbing
296282550,Climbing
296579365,Climbing
296781871,Climbing
296992932,Climbing
297165733,Climbing
297347213,Climbing
297492401,Climbing
297818389,Climbing
298115190,Climbing
298317835,Climbing
298586390,Climbing
298883375,Climbing
299085888,Climbing
299278510,Climbing
299410455,Climbing
299651118,Climbing
299853863,Climbing
300122592,Climbing
300419445,Climbing
300621797,Climbing
300832869,Climbing
301005752,Climbing
301187216,Climbing
301332586,Climbing
301658387,Climbing
301829875,Climbing
301964390,Climbing
302157857,Climbing
302426514,Climbing
302723119,Climbing
302925745,Climbing
303118537,Climbing
303250394,Climbing
303491322,Climbing
303693834,Climbing
303962718,Climbing
304133733,Resting
304268418,Resting
304461891,Climbing
304673055,Climbing
304845860,Climbing
305027119,Climbing
305172532,Climbing
305498508,Climbing
305795363,Climbing
305997831,Climbing
306266550,Climbing
306447323,Climbing
306593003,Climbing
306766436,Climbing
306958617,Climbing
307090454,Climbing
307331088,Climbing
307533831,Climbing
307802636,Climbing
308099128,Climbing
308301841,Climbing
308513019,Climbing
308685962,Climbing
308867200,Climbing
309012638,Climbing
309338510,Climbing
309635158,Climbing
309837893,Climbing
310106579,Climbing
310403149,Climbing
310605954,Climbing
310798768,Climbing
310930394,Climbing
311171184,Climbing
311373872,Climbing
311642738,Climbing
311939152,Climbing
312141837,Climbing
312352986,Climbing
312525914,Climbing
312707213,Climbing
312852587,Climbing
313178509,Climbing
313359390,Climbing
313551245,Climbing
313946677,Climbing
314243298,Climbing
314445830,Climbing
314638598,Climbing
314770506,Climbing
315011192,Climbing
315213783,Climbing
315482575,Climbing
315653838,Climbing
315788387,Climbing
315981722,Climbing
316192883,Climbing
316365787,Climbing
316547088,Climbing
316692430,Climbing
317018523,Climbing
317315154,Climbing
317517846,Climbing
317786514,Climbing
317976756,Climbing
318113124,Climbing
318285839,Climbing
318478603,Climbing
318610430,Climbing
318851209,Climbing
319053841,Climbing
319322725,Climbing
319619158,Climbing
319822368,Climbing
320033005,Climbing
320205867,Climbing
320387091,Climbing
320532654,Climbing
320858608,Climbing
321155209,Climbing
321357871,Climbing
321626513,Climbing
321923090,Climbing
322125717,Climbing
322318483,Climbing
322450430,Climbing
322691313,Climbing
322893719,Climbing
323162645,Climbing
323459084,Climbing
323661718,Climbing
323872953,Climbing
324045749,Climbing
324227364,Climbing
324372413,Climbing
324698516,Climbing
324879469,Climbing
325051966,Climbing
325197722,Climbing
325466526,Climbing
325763088,Climbing
325965786,Climbing
326158490,Climbing
326290454,Climbing
326531127,Climbing
326733880,Climbing
327002791,Climbing
327173830,Climbing
327308476,Climbing
327501717,Climbing
327712869,Climbing
327885740,Climbing
328067087,Climbing
328212538,Climbing
328538594,Climbing
328835119,Climbing
329037720,Climbing
329306471,Climbing
329487323,Climbing
329617234,Climbing
329805717,Climbing
329998538,Climbing
330130393,Climbing
330371301,Climbing
330573714,Climbing
330842632,Climbing
331139156,Climbing
331330482,Climbing
331552927,Resting
331725767,Resting
331907091,Climbing
332052400,Climbing
332378588,Climbing
332675092,Climbing
332878241,Climbing
333146471,Climbing
333443301,Climbing
333645710,Climbing
333838518,Climbing
333970455,Climbing
334104885,Climbing
334287244,Climbing
334682763,Climbing
334979297,Climbing
335181725,Climbing
335393076,Climbing
335527644,Climbing
335747166,Climbing
335892526,Climbing
336218515,Climbing
336409068,Climbing
336581544,Climbing
336717807,Climbing
336986480,Climbing
337283157,Climbing
337485715,Climbing
337678476,Climbing
337810394,Climbing
338051348,Climbing
338253830,Climbing
338522712,Resting
338703323,Resting
338885535,Climbing
339021718,Climbing
339232879,Climbing
339367643,Climbing
339587153,Climbing
339732466,Climbing
339864946,Climbing
340058586,Climbing
340355166,Climbing
340557722,Climbing
340826509,Climbing
341017003,Climbing
341152908,Climbing
341325748,Climbing
341518595,Climbing
341650394,Climbing
341891093,Climbing
342093893,Climbing
342362766,Climbing
342659152,Climbing
342861842,Climbing
343073020,Climbing
343207808,Climbing
343427088,Climbing
343572573,Climbing
343898591,Climbing
344195094,Climbing
344397839,Climbing
344666594,Climbing
344963088,Climbing
345165832,Climbing
345358596,Climbing
345490394,Climbing
345731093,Climbing
345934372,Climbing
346202754,Climbing
346499227,Climbing
346701862,Climbing
346912982,Climbing
347085857,Climbing
347267089,Climbing
347412631,Climbing
347738652,Climbing
347928886,Climbing
348101544,Climbing
348237721,Climbing
348506475,Climbing
348803090,Climbing
349005834,Climbing
349199381,Climbing
349330433,Climbing
349571113,Climbing
349773834,Climbing
350042707,Climbing
350223330,Climbing
350405536,Climbing
350541833,Climbing
350753055,Climbing
350925855,Climbing
351107157,Climbing
351252604,Climbing
351578589,Climbing
351875222,Climbing
352078057,Climbing
352346596,Climbing
352527469,Climbing
352673023,Climbing
352846025,Climbing
353038598,Climbing
353170454,Climbing
353411165,Climbing
353613719,Climbing
353882575,Climbing
354179091,Climbing
354381725,Climbing
354592879,Climbing
354765745,Climbing
354947152,Climbing
355092406,Climbing
355418432,Climbing
355715087,Climbing
355917836,Climbing
356186627,Climbing
356483091,Climbing
356685751,Climbing
356878541,Climbing
357010394,Climbing
357251222,Climbing
357453721,Climbing
357722504,Climbing
358019152,Climbing
358221771,Climbing
358433098,Climbing
358605743,Climbing
358787095,Resting
358932452,Resting
359258595,Climbing
359439389,Climbing
359631244,Climbing
360026642,Climbing
360323158,Climbing
360525720,Climbing
360718486,Climbing
360850455,Climbing
361091261,Climbing
361293746,Climbing
361562580,Climbing
361753003,Climbing
361916016,Climbing
362061710,Climbing
362272863,Climbing
362445742,Climbing
362627351,Climbing
362772409,Climbing
363098469,Climbing
363395215,Climbing
363597774,Climbing
363866453,Climbing
364056755,Climbing
364192966,Climbing
364365715,Climbing
364558465,Climbing
364690394,Climbing
364931152,Climbing
365133835,Climbing
365402693,Climbing
365699183,Resting
365901717,Resting
366112864,Climbing
366285836,Climbing
366467179,Climbing
366612466,Climbing
366938695,Climbing
367235227,Climbing
367437717,Climbing
367706469,Climbing
368003219,Climbing
368205730,Climbing
368398475,Climbing
368530443,Climbing
368665003,Climbing
368827966,Climbing
368973833,Climbing
369242630,Climbing
369539181,Climbing
369741718,Climbing
369952942,Climbing
370087643,Climbing
370307245,Climbing
370452408,Climbing
370778507,Climbing
370968886,Climbing
371141544,Climbing
371277757,Climbing
371546473,Climbing
371843299,Climbing
372046368,Climbing
372238599,Climbing
372370393,Resting
372611150,Resting
372813879,Climbing
373082689,Climbing
373263385,Climbing
373436008,Climbing
373582011,Climbing
373792985,Climbing
373927767,Climbing
374147159,Climbing
374292644,Climbing
374424767,Climbing
374618652,Climbing
374915121,Climbing
375117868,Climbing
375386589,Climbing
375577051,Climbing
375713027,Climbing
375885880,Climbing
376078859,Climbing
376210394,Climbing
376451094,Climbing
376653923,Climbing
376922679,Climbing
377219145,Climbing
377421866,Climbing
377633055,Climbing
377767798,Climbing
377987159,Climbing
378132543,Climbing
378458546,Climbing
378755298,Climbing
378957829,Resting
379226587,Resting
379523163,Climbing
379725779,Climbing
379918613,Climbing
380050454,Climbing
380291094,Climbing
380493957,Climbing
380762616,Climbing
381059158,Climbing
381261863,Climbing
381472985,Climbing
381645885,Climbing
381827094,Climbing
381972528,Climbing
382298505,Climbing
382479411,Climbing
382651973,Climbing
382797832,Climbing
383066882,Climbing
383363125,Climbing
383565828,Climbing
383758583,Climbing
383890394,Climbing
384131144,Climbing
384333709,Climbing
384602575,Climbing
384773821,Climbing
384908409,Climbing
385102427,Climbing
385313051,Climbing
385485849,Climbing
385667074,Resting
385812535,Resting
386138504,Climbing
386435074,Climbing
386637743,Climbing
386906480,Climbing
387096803,Climbing
387232941,Climbing
387405760,Climbing
387598511,Climbing
387730585,Climbing
387971223,Climbing
388173770,Climbing
388442576,Climbing
388739103,Climbing
388941759,Climbing
389153054,Climbing
389325732,Climbing
389507168,Climbing
389652420,Climbing
389978508,Climbing
390275088,Climbing
390477771,Climbing
390746791,Climbing
391043095,Climbing
391245869,Climbing
391438646,Climbing
391570394,Climbing
391811187,Climbing
392013710,Climbing
392282582,Climbing
392579095,Climbing
392770436,Resting
392993081,Resting
393165792,Climbing
393347159,Climbing
393492504,Climbing
393818470,Climbing
394008956,Climbing
394181536,Climbing
394317762,Climbing
394586585,Climbing
394883211,Climbing
395085763,Climbing
395278516,Climbing
395410394,Climbing
395651140,Climbing
395854073,Climbing
396122785,Climbing
396303388,Climbing
396485544,Climbing
396621920,Climbing
396833148,Climbing
397005899,Climbing
397187094,Climbing
397332587,Climbing
397464936,Climbing
397658590,Climbing
397955304,Climbing
398158362,Climbing
398426703,Climbing
398617051,Climbing
398753065,Climbing
398925830,Climbing
399118623,Resting
399250443,Resting
399491091,Climbing
399693831,Climbing
399962689,Climbing
400731551,Climbing
400921003,Climbing
401093544,Climbing
401230048,Climbing
401498819,Climbing
401795096,Climbing
401997886,Climbing
402266596,Climbing
402563075,Climbing
402766026,Climbing
402958611,Climbing
403090392,Climbing
403234394,Climbing
403407245,Climbing
403802666,Climbing
404099175,Climbing
404301829,Climbing
404513045,Climbing
404686542,Climbing
404867159,Climbing
405012583,Climbing
405338630,Climbing
405519444,Climbing
405711244,Climbing
406106680,Climbing
406403075,Climbing
406605866,Climbing
406798519,Climbing
406930504,Climbing
407171095,Climbing
407374056,Climbing
407642689,Climbing
407813820,Climbing
407948603,Climbing
408141884,Climbing
408353017,Climbing
408525899,Climbing
408707200,Climbing
408852576,Climbing
408985061,Climbing
409178601,Climbing
409475126,Climbing
409677836,Climbing
409946519,Climbing
410127433,Climbing
410273029,Climbing
410445767,Climbing
410638549,Climbing
410770443,Climbing
411011204,Climbing
411214331,Climbing
411482583,Climbing
411779115,Climbing
411981829,Climbing
412192948,Climbing
412365792,Climbing
412547195,Climbing
412692458,Climbing
413018478,Climbing
413315071,Climbing
413517765,Climbing
413786469,Climbing
414083358,Climbing
414285895,Climbing
414479119,Climbing
414610455,Climbing
414744981,Climbing
414908002,Climbing
415053762,Climbing
415322687,Climbing
415619171,Climbing
415821761,Climbing
416032867,Climbing
416205823,Climbing
416387206,Climbing
416532398,Climbing
416858472,Climbing
417049051,Climbing
417221544,Climbing
417357830,Climbing
417626535,Climbing
417923153,Climbing
418125773,Climbing
418318546,Climbing
418450443,Climbing
418691137,Climbing
418893901,Climbing
419162706,Climbing
419343330,Climbing
419516008,Climbing
419661780,Climbing
419872876,Climbing
420045870,Climbing
420227136,Climbing
420372543,Climbing
420698746,Climbing
420995159,Climbing
421197932,Climbing
421466597,Climbing
421657004,Climbing
421793033,Climbing
421965894,Climbing
422158635,Climbing
422290442,Climbing
422531068,Climbing
422733963,Climbing
423002757,Climbing
423299179,Climbing
423501895,Climbing
423712994,Climbing
423885920,Climbing
424067069,Climbing
424212594,Climbing
424538518,Climbing
424835099,Climbing
425037890,Climbing
425306604,Climbing
425603158,Climbing
425805890,Climbing
425998643,Climbing
426130443,Climbing
426264925,Climbing
426437536,Climbing
426573921,Climbing
426842902,Climbing
427139256,Climbing
427341901,Climbing
427552990,Climbing
427725909,Climbing
427907077,Climbing
428052654,Climbing
428378830,Climbing
428569124,Climbing
428741544,Climbing
428877907,Climbing
429146600,Climbing
429443083,Climbing
429645890,Climbing
429839120,Climbing
429970443,Climbing
430211078,Climbing
430413893,Climbing
430682854,Climbing
430863295,Climbing
431045535,Climbing
431181927,Climbing
431393058,Climbing
431565946,Climbing
431747076,Climbing
431892603,Climbing
432218541,Climbing
432515517,Climbing
432717886,Climbing
432986647,Climbing
433167338,Climbing
433313074,Climbing
433485951,Climbing
433678665,Climbing
433810504,Climbing
434051322,Climbing
434253773,Climbing
434522548,Climbing
434819256,Climbing
435021766,Climbing
435233141,Climbing
435367713,Climbing
435587100,Climbing
435732532,Climbing
436058566,Climbing
436355195,Climbing
436557803,Climbing
436826531,Climbing
437123070,Climbing
437326298,Climbing
437518575,Climbing
437650443,Climbing
437891149,Climbing
438093773,Climbing
438362631,Climbing
438659325,Climbing
438861836,Climbing
439072951,Climbing
439245792,Climbing
439427200,Climbing
439572457,Climbing
439898531,Climbing
440089122,Climbing
440271237,Climbing
440666853,Climbing
440963181,Climbing
441165809,Climbing
441358516,Climbing
441490504,Climbing
441731142,Climbing
441933771,Climbing
442202857,Climbing
442383392,Climbing
442565544,Climbing
442701780,Climbing
442912912,Climbing
443085796,Climbing
443267227,Climbing
443412501,Climbing
443554479,Climbing
443738628,Climbing
444035069,Climbing
444237953,Climbing
444506695,Climbing
444697003,Climbing
444833092,Climbing
445005773,Climbing
445198520,Climbing
445330443,Climbing
445571069,Climbing
445773888,Climbing
446042692,Climbing
446339176,Climbing
446541808,Climbing
446753112,Climbing
446925860,Climbing
447107197,Climbing
447252589,Climbing
447578597,Climbing
447875095,Climbing
448077888,Climbing
448346597,Climbing
448643262,Climbing
448845894,Climbing
449038667,Climbing
449170610,Climbing
449314384,Climbing
449467966,Climbing
449613953,Climbing
449882765,Climbing
450179210,Climbing
450382417,Climbing
450592993,Climbing
450727776,Climbing
450947174,Climbing
451092856,Climbing
451418597,Climbing
451609058,Climbing
451781544,Climbing
451917892,Climbing
452186605,Climbing
452483218,Climbing
452685892,Climbing
452878641,Climbing
453010560,Climbing
453251132,Climbing
453453890,Climbing
453722877,Climbing
453903337,Climbing
454085542,Climbing
454220119,Climbing
454432992,Climbing
454605918,Climbing
454787136,Climbing
454932646,Climbing
455258659,Climbing
455555136,Climbing
455757782,Climbing
456026513,Climbing
456207345,Climbing
456352911,Climbing
456525926,Climbing
456718665,Climbing
456850743,Climbing
457091071,Climbing
457293772,Climbing
457562581,Climbing
457859146,Climbing
458061767,Climbing
458273309,Climbing
458445787,Climbing
458627071,Climbing
458772487,Climbing
459098484,Climbing
459395196,Climbing
459597771,Climbing
459866475,Climbing
460163071,Climbing
460365966,Climbing
460558611,Climbing
460690504,Climbing
460931071,Climbing
461133809,Climbing
461402754,Climbing
461699152,Climbing
461901767,Climbing
462112880,Climbing
462285789,Climbing
462467070,Climbing
462612450,Climbing
462938427,Climbing
463128980,Climbing
463301535,Climbing
463438298,Climbing
463706404,Climbing
464003075,Climbing
464205770,Climbing
464398716,Climbing
464530443,Climbing
