Tick#,Operating_Phase
233603176,Resting
233805890,Resting
233998702,Resting
234130393,Resting
234371111,Resting
234573958,Resting
234842714,Resting
235023201,Resting
235205544,Resting
235341851,Resting
235552997,Resting
235725864,Resting
235907094,Resting
236052664,Resting
236378557,Resting
236675094,Resting
236877878,Resting
237146522,Resting
237327381,Resting
237473095,Resting
237645843,Resting
237838666,Resting
237970394,Resting
238211094,Resting
238413844,Resting
238682639,Resting
238979185,Resting
239181842,Resting
239392996,Resting
239565868,Resting
239747112,Resting
239892730,Resting
240218577,Resting
240515111,Resting
240717845,Resting
240986546,Resting
241283091,Resting
241486405,Resting
241678835,Resting
241810392,Resting
241944935,Resting
242117543,Resting
242253730,Resting
242522530,Resting
242819196,Resting
243021949,Resting
243233098,Resting
243405747,Resting
243587117,Resting
243732538,Resting
244058687,Resting
244239217,Resting
244431254,Resting
244826683,Resting
245123156,Resting
245325898,Resting
245518814,Resting
245650455,Resting
245891091,Resting
246093725,Resting
246362657,Resting
246533833,Resting
246668450,Resting
246861752,Resting
247072869,Resting
247245746,Resting
247427092,Resting
247572417,Resting
247898394,Resting
248195201,Resting
248397728,Resting
248666578,Resting
248847205,Resting
248992899,Resting
249165732,Resting
249358637,Resting
249490394,Resting
249731169,Resting
249933952,Resting
250202802,Resting
250499093,Resting
250702036,Resting
250913057,Resting
251085866,Resting
251267104,Resting
251412538,Resting
251738776,Resting
252035102,Resting
252238183,Resting
252506692,Resting
252803103,Resting
253005847,Resting
253196793,Resting
253330455,Resting
253571110,Resting
253774077,Resting
254042647,Resting
254339165,Resting
254542376,Resting
254752998,Resting
254925866,Resting
255107190,Resting
255252538,Resting
255578521,Resting
255749838,Resting
255884394,Resting
256078027,Resting
256346688,Resting
256643220,Resting
256845878,Resting
257038717,Resting
257170394,Resting
257411095,Resting
257613844,Resting
257882644,Resting
258053833,Resting
258188421,Resting
258381836,Resting
258593025,Resting
258765926,Resting
258947087,Resting
259092630,Resting
259418519,Resting
259715087,Resting
259917837,Resting
260186518,Resting
260357828,Resting
260492422,Resting
260685983,Resting
260878608,Resting
261010392,Resting
261251083,Resting
261453935,Resting
261722827,Resting
262019174,Resting
262221947,Resting
262432985,Resting
262605862,Resting
262787087,Resting
262932538,Resting
263258740,Resting
263555088,Resting
263757720,Resting
264026440,Resting
264323089,Resting
264525836,Resting
264718612,Resting
264850393,Resting
265091089,Resting
265293837,Resting
265562637,Resting
265859318,Resting
266061838,Resting
266272989,Resting
266445892,Resting
266627096,Resting
266772598,Resting
267098575,Resting
267279399,Resting
267451966,Resting
267598479,Resting
267866529,Resting
268163341,Resting
268365834,Resting
268558605,Resting
268690394,Resting
268931096,Resting
269133843,Resting
269402631,Resting
269573831,Resting
269708414,Resting
269890714,Resting
270112937,Resting
270285754,Resting
270467085,Resting
270612420,Resting
270938554,Resting
271235163,Resting
271437869,Resting
271706514,Resting
271877833,Resting
272012415,Resting
272205898,Resting
272398612,Resting
272530636,Resting
272771089,Resting
272973845,Resting
273242629,Resting
273539085,Resting
273741950,Resting
273952990,Resting
274126393,Resting
274307114,Resting
274452544,Resting
274778515,Resting
275075096,Resting
275277957,Resting
275546514,Resting
275843089,Resting
276045837,Resting
276238667,Resting
276370394,Resting
276611163,Resting
276813871,Resting
277082643,Resting
277379154,Resting
277581898,Resting
277793049,Resting
277965859,Resting
278147089,Resting
278292649,Resting
278618514,Resting
278789811,Resting
278924476,Resting
279117837,Resting
279386514,Resting
279683089,Resting
279885837,Resting
280078608,Resting
280210455,Resting
280451539,Resting
280654368,Resting
280922775,Resting
281093821,Resting
281228422,Resting
281421878,Resting
281633002,Resting
281806011,Resting
281987170,Resting
282132541,Resting
282458628,Resting
282755096,Resting
282958028,Resting
283226704,Resting
283397833,Resting
283532391,Resting
283725949,Resting
283919272,Resting
284050394,Resting
284291093,Resting
284493951,Resting
284762671,Resting
285059158,Resting
285261836,Resting
285472989,Resting
285645920,Resting
285827089,Resting
285972599,Resting
286298555,Resting
286595089,Resting
286797875,Resting
287066514,Resting
287363163,Resting
287565847,Resting
287758612,Resting
287890393,Resting
288024956,Resting
288197543,Resting
288333898,Resting
288602818,Resting
288899193,Resting
289101840,Resting
289312999,Resting
289485981,Resting
289667099,Resting
289812548,Resting
290138693,Resting
290309840,Resting
290444549,Resting
290637973,Resting
290906550,Resting
291203115,Resting
291406238,Resting
291598636,Resting
291730506,Resting
291971122,Resting
292174130,Resting
292442740,Resting
292613884,Resting
292748416,Resting
292941955,Resting
293153029,Resting
293325864,Resting
293507088,Resting
293652626,Resting
293978583,Resting
294275474,Resting
294477836,Resting
294746470,Resting
294917733,Resting
295052476,Resting
295245964,Resting
295438714,Resting
295570394,Resting
295811087,Resting
296013907,Resting
296282550,Resting
296579365,Resting
296781871,Resting
296992932,Resting
297165733,Resting
297347213,Resting
297492401,Resting
297818389,Resting
298115190,Resting
298317835,Resting
298586390,Resting
298883375,Resting
299085888,Resting
299278510,Resting
299410455,Resting
299651118,Resting
299853863,Resting
300122592,Resting
300419445,Resting
300621797,Resting
300832869,Resting
301005752,Resting
301187216,Resting
301332586,Resting
301658387,Resting
301829875,Resting
301964390,Resting
302157857,Resting
302426514,Resting
302723119,Resting
302925745,Resting
303118537,Resting
303250394,Resting
303491322,Resting
303693834,Resting
303962718,Resting
304133733,Resting
304268418,Resting
304461891,Resting
304673055,Resting
304845860,Resting
305027119,Resting
305172532,Resting
305498508,Resting
305795363,Resting
305997831,Resting
306266550,Resting
306447323,Resting
306593003,Resting
306766436,Resting
306958617,Resting
307090454,Resting
307331088,Resting
307533831,Resting
307802636,Resting
308099128,Resting
308301841,Resting
308513019,Resting
308685962,Resting
308867200,Resting
309012638,Resting
309338510,Resting
309635158,Resting
309837893,Resting
310106579,Resting
310403149,Resting
310605954,Resting
310798768,Resting
310930394,Resting
311171184,Resting
311373872,Resting
311642738,Resting
311939152,Resting
312141837,Resting
312352986,Resting
312525914,Resting
312707213,Resting
312852587,Resting
313178509,Resting
313359390,Resting
313551245,Resting
313946677,Resting
314243298,Resting
314445830,Resting
314638598,Resting
314770506,Resting
315011192,Resting
315213783,Resting
315482575,Resting
315653838,Resting
315788387,Resting
315981722,Resting
316192883,Resting
316365787,Resting
316547088,Resting
316692430,Resting
317018523,Resting
317315154,Resting
317517846,Resting
317786514,Resting
317976756,Resting
318113124,Resting
318285839,Resting
318478603,Resting
318610430,Resting
318851209,Resting
319053841,Resting
319322725,Resting
319619158,Resting
319822368,Resting
320033005,Resting
320205867,Resting
320387091,Resting
320532654,Resting
320858608,Resting
321155209,Resting
321357871,Resting
321626513,Resting
321923090,Resting
322125717,Resting
322318483,Resting
322450430,Resting
322691313,Resting
322893719,Resting
323162645,Resting
323459084,Resting
323661718,Resting
323872953,Resting
324045749,Resting
324227364,Resting
324372413,Resting
324698516,Resting
324879469,Resting
325051966,Resting
325197722,Resting
325466526,Resting
325763088,Resting
325965786,Resting
326158490,Resting
326290454,Resting
326531127,Resting
326733880,Resting
327002791,Resting
327173830,Resting
327308476,Resting
327501717,Resting
327712869,Resting
327885740,Resting
328067087,Resting
328212538,Resting
328538594,Resting
328835119,Resting
329037720,Resting
329306471,Resting
329487323,Resting
329617234,Resting
329805717,Resting
329998538,Resting
330130393,Resting
330371301,Resting
330573714,Resting
330842632,Resting
331139156,Resting
331330482,Resting
331552927,Resting
331725767,Resting
331907091,Resting
332052400,Resting
332378588,Resting
332675092,Resting
332878241,Resting
333146471,Resting
333443301,Resting
333645710,Resting
333838518,Resting
333970455,Resting
334104885,Resting
334287244,Resting
334682763,Resting
334979297,Resting
335181725,Resting
335393076,Resting
335527644,Resting
335747166,Resting
335892526,Resting
336218515,Resting
336409068,Resting
336581544,Resting
336717807,Resting
336986480,Resting
337283157,Resting
337485715,Resting
337678476,Resting
337810394,Resting
338051348,Resting
338253830,Resting
338522712,Resting
338703323,Resting
338885535,Resting
339021718,Resting
339232879,Resting
339367643,Resting
339587153,Resting
339732466,Resting
339864946,Resting
340058586,Resting
340355166,Resting
340557722,Resting
340826509,Resting
341017003,Resting
341152908,Resting
341325748,Resting
341518595,Resting
341650394,Resting
341891093,Resting
342093893,Resting
342362766,Resting
342659152,Resting
342861842,Resting
343073020,Resting
343207808,Resting
343427088,Resting
343572573,Resting
343898591,Resting
344195094,Resting
344397839,Resting
344666594,Resting
344963088,Resting
345165832,Resting
345358596,Resting
345490394,Resting
345731093,Resting
345934372,Resting
346202754,Resting
346499227,Resting
346701862,Resting
346912982,Resting
347085857,Resting
347267089,Resting
347412631,Resting
347738652,Resting
347928886,Resting
348101544,Resting
348237721,Resting
348506475,Resting
348803090,Resting
349005834,Resting
349199381,Resting
349330433,Resting
349571113,Resting
349773834,Resting
350042707,Resting
350223330,Resting
350405536,Resting
350541833,Resting
350753055,Resting
350925855,Resting
351107157,Resting
351252604,Resting
351578589,Resting
351875222,Resting
352078057,Resting
352346596,Resting
352527469,Resting
352673023,Resting
352846025,Resting
353038598,Resting
353170454,Resting
353411165,Resting
353613719,Resting
353882575,Resting
354179091,Resting
354381725,Resting
354592879,Resting
354765745,Resting
354947152,Resting
355092406,Resting
355418432,Resting
355715087,Resting
355917836,Resting
356186627,Resting
356483091,Resting
356685751,Resting
356878541,Resting
357010394,Resting
357251222,Resting
357453721,Resting
357722504,Resting
358019152,Resting
358221771,Resting
358433098,Resting
358605743,Resting
358787095,Resting
358932452,Resting
359258595,Resting
359439389,Resting
359631244,Resting
360026642,Resting
360323158,Resting
360525720,Resting
360718486,Resting
360850455,Resting
361091261,Resting
361293746,Resting
361562580,Resting
361753003,Resting
361916016,Resting
362061710,Resting
362272863,Resting
362445742,Resting
362627351,Resting
362772409,Resting
363098469,Resting
363395215,Resting
363597774,Resting
363866453,Resting
364056755,Resting
364192966,Resting
364365715,Resting
364558465,Resting
364690394,Resting
364931152,Resting
365133835,Resting
365402693,Resting
365699183,Resting
365901717,Resting
366112864,Resting
366285836,Resting
366467179,Resting
366612466,Resting
366938695,Resting
367235227,Resting
367437717,Resting
367706469,Resting
368003219,Resting
368205730,Resting
368398475,Resting
368530443,Resting
368665003,Resting
368827966,Resting
368973833,Resting
369242630,Resting
369539181,Resting
369741718,Resting
369952942,Resting
370087643,Resting
370307245,Resting
370452408,Resting
370778507,Resting
370968886,Resting
371141544,Resting
371277757,Resting
371546473,Resting
371843299,Resting
372046368,Resting
372238599,Resting
372370393,Resting
372611150,Resting
372813879,Resting
373082689,Resting
373263385,Resting
373436008,Resting
373582011,Resting
373792985,Resting
373927767,Resting
374147159,Resting
374292644,Resting
374424767,Resting
374618652,Resting
374915121,Resting
375117868,Resting
375386589,Resting
375577051,Resting
375713027,Resting
375885880,Resting
376078859,Resting
376210394,Resting
376451094,Resting
376653923,Resting
376922679,Resting
377219145,Resting
377421866,Resting
377633055,Resting
377767798,Resting
377987159,Resting
378132543,Resting
378458546,Resting
378755298,Resting
378957829,Resting
379226587,Resting
379523163,Resting
379725779,Resting
379918613,Resting
380050454,Resting
380291094,Resting
380493957,Resting
380762616,Resting
381059158,Resting
381261863,Resting
381472985,Resting
381645885,Resting
381827094,Resting
381972528,Resting
382298505,Resting
382479411,Resting
382651973,Resting
382797832,Resting
383066882,Resting
383363125,Resting
383565828,Resting
383758583,Resting
383890394,Resting
384131144,Resting
384333709,Resting
384602575,Resting
384773821,Resting
384908409,Resting
385102427,Resting
385313051,Resting
385485849,Resting
385667074,Resting
385812535,Resting
386138504,Resting
386435074,Resting
386637743,Resting
386906480,Resting
387096803,Resting
387232941,Resting
387405760,Resting
387598511,Resting
387730585,Resting
387971223,Resting
388173770,Resting
388442576,Resting
388739103,Resting
388941759,Resting
389153054,Resting
389325732,Resting
389507168,Resting
389652420,Resting
389978508,Resting
390275088,Resting
390477771,Resting
390746791,Resting
391043095,Resting
391245869,Resting
391438646,Resting
391570394,Resting
391811187,Resting
392013710,Resting
392282582,Resting
392579095,Resting
392770436,Resting
392993081,Resting
393165792,Resting
393347159,Resting
393492504,Resting
393818470,Resting
394008956,Resting
394181536,Resting
394317762,Resting
394586585,Resting
394883211,Resting
395085763,Resting
395278516,Resting
395410394,Resting
395651140,Resting
395854073,Resting
396122785,Resting
396303388,Resting
396485544,Resting
396621920,Resting
396833148,Resting
397005899,Resting
397187094,Resting
397332587,Resting
397464936,Resting
397658590,Resting
397955304,Resting
398158362,Resting
398426703,Resting
398617051,Resting
398753065,Resting
398925830,Resting
399118623,Resting
399250443,Resting
399491091,Resting
399693831,Resting
399962689,Resting
400731551,Resting
400921003,Resting
401093544,Resting
401230048,Resting
401498819,Resting
401795096,Resting
401997886,Resting
402266596,Resting
402563075,Resting
402766026,Resting
402958611,Resting
403090392,Resting
403234394,Resting
403407245,Resting
403802666,Resting
404099175,Resting
404301829,Resting
404513045,Resting
404686542,Resting
404867159,Resting
405012583,Resting
405338630,Resting
405519444,Resting
405711244,Resting
406106680,Resting
406403075,Resting
406605866,Resting
406798519,Resting
406930504,Resting
407171095,Resting
407374056,Resting
407642689,Resting
407813820,Resting
407948603,Resting
408141884,Resting
408353017,Resting
408525899,Resting
408707200,Resting
408852576,Resting
408985061,Resting
409178601,Resting
409475126,Resting
409677836,Resting
409946519,Resting
410127433,Resting
410273029,Resting
410445767,Resting
410638549,Resting
410770443,Resting
411011204,Resting
411214331,Resting
411482583,Resting
411779115,Resting
411981829,Resting
412192948,Resting
412365792,Resting
412547195,Resting
412692458,Resting
413018478,Resting
413315071,Resting
413517765,Resting
413786469,Resting
414083358,Resting
414285895,Resting
414479119,Resting
414610455,Resting
414744981,Resting
414908002,Resting
415053762,Resting
415322687,Resting
415619171,Resting
415821761,Resting
416032867,Resting
416205823,Resting
416387206,Resting
416532398,Resting
416858472,Resting
417049051,Resting
417221544,Resting
417357830,Resting
417626535,Resting
417923153,Resting
418125773,Resting
418318546,Resting
418450443,Resting
418691137,Resting
418893901,Resting
419162706,Resting
419343330,Resting
419516008,Resting
419661780,Resting
419872876,Resting
420045870,Resting
420227136,Resting
420372543,Resting
420698746,Resting
420995159,Resting
421197932,Resting
421466597,Resting
421657004,Resting
421793033,Resting
421965894,Resting
422158635,Resting
422290442,Resting
422531068,Resting
422733963,Resting
423002757,Resting
423299179,Resting
423501895,Resting
423712994,Resting
423885920,Resting
424067069,Resting
424212594,Resting
424538518,Resting
424835099,Resting
425037890,Resting
425306604,Resting
425603158,Resting
425805890,Resting
425998643,Resting
426130443,Resting
426264925,Resting
426437536,Resting
426573921,Resting
426842902,Resting
427139256,Resting
427341901,Resting
427552990,Resting
427725909,Resting
427907077,Resting
428052654,Resting
428378830,Resting
428569124,Resting
428741544,Resting
428877907,Resting
429146600,Resting
429443083,Resting
429645890,Resting
429839120,Resting
429970443,Resting
430211078,Resting
430413893,Resting
430682854,Resting
430863295,Resting
431045535,Resting
431181927,Resting
431393058,Resting
431565946,Resting
431747076,Resting
431892603,Resting
432218541,Resting
432515517,Resting
432717886,Resting
432986647,Resting
433167338,Resting
433313074,Resting
433485951,Resting
433678665,Resting
433810504,Resting
434051322,Resting
434253773,Resting
434522548,Resting
434819256,Resting
435021766,Resting
435233141,Resting
435367713,Resting
435587100,Resting
435732532,Resting
436058566,Resting
436355195,Resting
436557803,Resting
436826531,Resting
437123070,Resting
437326298,Resting
437518575,Resting
437650443,Resting
437891149,Resting
438093773,Resting
438362631,Resting
438659325,Resting
438861836,Resting
439072951,Resting
439245792,Resting
439427200,Resting
439572457,Resting
439898531,Resting
440089122,Resting
440271237,Resting
440666853,Resting
440963181,Resting
441165809,Resting
441358516,Resting
441490504,Resting
441731142,Resting
441933771,Resting
442202857,Resting
442383392,Resting
442565544,Resting
442701780,Resting
442912912,Resting
443085796,Resting
443267227,Resting
443412501,Resting
443554479,Resting
443738628,Resting
444035069,Resting
444237953,Resting
444506695,Resting
444697003,Resting
444833092,Resting
445005773,Resting
445198520,Resting
445330443,Resting
445571069,Resting
445773888,Resting
446042692,Resting
446339176,Resting
446541808,Resting
446753112,Resting
446925860,Resting
447107197,Resting
447252589,Resting
447578597,Resting
447875095,Resting
448077888,Resting
448346597,Resting
448643262,Resting
448845894,Resting
449038667,Resting
449170610,Resting
449314384,Resting
449467966,Resting
449613953,Resting
449882765,Resting
450179210,Resting
450382417,Resting
450592993,Resting
450727776,Resting
450947174,Resting
451092856,Resting
451418597,Resting
451609058,Resting
451781544,Resting
451917892,Resting
452186605,Resting
452483218,Resting
452685892,Resting
452878641,Resting
453010560,Resting
453251132,Resting
453453890,Resting
453722877,Resting
453903337,Resting
454085542,Resting
454220119,Resting
454432992,Resting
454605918,Resting
454787136,Resting
454932646,Resting
455258659,Resting
455555136,Resting
455757782,Resting
456026513,Resting
456207345,Resting
456352911,Resting
456525926,Resting
456718665,Resting
456850743,Resting
457091071,Resting
457293772,Resting
457562581,Resting
457859146,Resting
458061767,Resting
458273309,Resting
458445787,Resting
458627071,Resting
458772487,Resting
459098484,Resting
459395196,Resting
459597771,Resting
459866475,Resting
460163071,Resting
460365966,Resting
460558611,Resting
460690504,Resting
460931071,Resting
461133809,Resting
461402754,Resting
461699152,Resting
461901767,Resting
462112880,Resting
462285789,Resting
462467070,Resting
462612450,Resting
462938427,Resting
463128980,Resting
463301535,Resting
463438298,Resting
463706404,Resting
464003075,Resting
464205770,Resting
464398716,Resting
464530443,Resting
464771149,Resting
464973775,Resting
465242753,Resting
465413875,Resting
465548430,Resting
465741831,Resting
465952938,Resting
466125827,Resting
466307202,Resting
466452471,Resting
466584992,Resting
466778658,Resting
467075076,Resting
467277891,Resting
467546769,Resting
467736925,Resting
467873057,Resting
468045894,Resting
468238640,Resting
468370510,Resting
468611072,Resting
468813896,Resting
469082734,Resting
469379180,Resting
469581775,Resting
469792878,Resting
469966320,Resting
470147150,Resting
470292463,Resting
470618772,Resting
470915086,Resting
471117876,Resting
471386767,Resting
471683072,Resting
471885892,Resting
472078632,Resting
472210443,Resting
472451076,Resting
472653897,Resting
472922743,Resting
473219072,Resting
473421773,Resting
473632884,Resting
473805848,Resting
473987106,Resting
474132532,Resting
474458598,Resting
474639482,Resting
474821535,Resting
474957774,Resting
475226478,Resting
475523211,Resting
475725896,Resting
475918631,Resting
476050443,Resting
476291071,Resting
476494396,Resting
476762640,Resting
476943338,Resting
477125536,Resting
477261897,Resting
477473001,Resting
477645913,Resting
477827071,Resting
477972597,Resting
478105032,Resting
478298596,Resting
478595071,Resting
478797891,Resting
479066543,Resting
479257051,Resting
479393112,Resting
479565887,Resting
479759256,Resting
479890443,Resting
480131072,Resting
480333890,Resting
480602729,Resting
480899148,Resting
481102268,Resting
481312998,Resting
481486057,Resting
481667076,Resting
481812702,Resting
482138660,Resting
482435335,Resting
482637892,Resting
482906595,Resting
483203140,Resting
483405886,Resting
483596851,Resting
483730443,Resting
483971152,Resting
484173881,Resting
484442575,Resting
484739135,Resting
484941766,Resting
485152945,Resting
485325791,Resting
485507069,Resting
485652467,Resting
485978455,Resting
486159356,Resting
486351246,Resting
486746575,Resting
487043100,Resting
487245830,Resting
487438522,Resting
487570503,Resting
487811071,Resting
488014004,Resting
488282582,Resting
488453833,Resting
488588837,Resting
488781771,Resting
488992895,Resting
489165792,Resting
489347332,Resting
489492458,Resting
489624815,Resting
489818599,Resting
490115139,Resting
490317890,Resting
490586545,Resting
490767338,Resting
490913040,Resting
491085802,Resting
491278572,Resting
491410443,Resting
491651240,Resting
491853766,Resting
492122581,Resting
492419072,Resting
492621832,Resting
492832968,Resting
493005789,Resting
493187175,Resting
493332544,Resting
493658480,Resting
493955136,Resting
494157780,Resting
494426422,Resting
494723068,Resting
494925884,Resting
495118623,Resting
495250543,Resting
495394489,Resting
495538370,Resting
495693894,Resting
495962615,Resting
496259068,Resting
496461806,Resting
496672876,Resting
496845798,Resting
497027195,Resting
497172699,Resting
497498597,Resting
497689051,Resting
497842370,Resting
497997973,Resting
498266659,Resting
498563163,Resting
498765886,Resting
498958709,Resting
499090549,Resting
499331135,Resting
499533905,Resting
499802701,Resting
499983288,Resting
500155966,Resting
500301893,Resting
500512992,Resting
500686114,Resting
500867334,Resting
501012725,Resting
501145127,Resting
